Месяц,Мсц (цифрой),Дата,Сумма,Кошелек,Направление бизнеса,[counterparty_1ef22baea0],Назначение платежа,Статья
Апрель,4,30.04.2024,"19 570,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Апрель,4,30.04.2024,"-100 000,00",Сбербанк,Общее,[counterparty_e08d6e58b9],,Аренда торговых точек
Апрель,4,30.04.2024,"-19 570,00",Сбербанк,Общее,,,Выбытие — Перевод между счетами
Апрель,4,30.04.2024,"600,00",Сбербанк,Общее,,,Прочие поступления
Апрель,4,30.04.2024,"38 348,43",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Апрель,4,30.04.2024,"-91,61",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Апрель,4,30.04.2024,"-865,12",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Апрель,4,30.04.2024,"80 996,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Апрель,4,30.04.2024,"-5 000,00",Тинькофф,Общее,[counterparty_50d958815d],,Телекоммуникации
Апрель,4,30.04.2024,"-100 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Апрель,4,30.04.2024,"-19 570,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Апрель,4,30.04.2024,"-60,00",Тинькофф,Общее,[counterparty_552231dcd7],[private_text_d704a344cc],Расходы на персонал
Апрель,4,30.04.2024,"-1 520,52",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Май,5,01.05.2024,"-6 000,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Содержание торговых точек
Май,5,01.05.2024,"-11 935,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Май,5,01.05.2024,"-900,00",ТК Черникова,Общее,[counterparty_903a43fe3c],,Оплата поставщикам 
Май,5,01.05.2024,"-12 150,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Май,5,01.05.2024,"-1 000,00",ТК Черникова,Общее,[counterparty_903a43fe3c],,Транспортные услуги
Май,5,01.05.2024,"28 221,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Май,5,01.05.2024,"-4 000,00",Сейф,Общее,[counterparty_e08d6e58b9],,Аренда склада
Май,5,01.05.2024,"43 000,00",Сейф,Общее,,,Поступление — Перевод между счетами
Май,5,01.05.2024,"-24 000,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата административного персонала
Май,5,01.05.2024,"-15 000,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата административного персонала
Май,5,01.05.2024,"27 151,77",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Май,5,02.05.2024,"22 066,22",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Май,5,01.05.2024,"-8,77",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Май,5,02.05.2024,"-9,72",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Май,5,01.05.2024,"-1 277,37",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Май,5,01.05.2024,"85 144,15",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Май,5,01.05.2024,"-43 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Май,5,01.05.2024,"150,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
