dish_name,period_start,period_end,dish_group_top,dish_category,orders,dish_amount,revenue,gross_sum,product_cost,food_cost_share_calc,gross_margin_calc,gross_margin_share_calc,product_profit_api,avg_check
Острый с крабом,2025-11-01,2026-05-17,Роллы,Роллы,16.0,16.0,4158.870000000001,4830.0,1036.6599999999999,0.2492648243393036,3122.210000000001,0.7507351756606964,3122.21,259.92937500000005
Соус Чесночный S.U CHEF,2025-11-01,2026-05-17,Соусы,(пусто),96.0,138.0,4065.14,5980.0,1038.68,0.25550903535917585,3026.46,0.7444909646408242,3026.46,42.34520833333333
Акита,2025-11-01,2026-05-17,Роллы,Роллы,19.0,19.0,3647.4999999999995,4389.0,1097.27,0.30082796435915016,2550.2299999999996,0.6991720356408498,2550.23,191.9736842105263
Моцарелла и чеддер,2025-11-01,2026-05-17,Добавки для пиццы,Пицца,53.0,58.0,3435.5199999999995,4060.0,1387.1499999999999,0.4037671153129657,2048.37,0.5962328846870343,2048.37,64.8211320754717
Морковь по-корейски,2025-11-01,2026-05-17,Добавки в шаурму,Шаурма,314.0,399.0,3331.6000000000004,3990.0,556.365,0.1669963380958098,2775.2350000000006,0.8330036619041903,2775.2349999999997,10.61019108280255
Пуэр на вишневом соке,2025-11-01,2026-05-17,Напитки,(пусто),45.0,51.0,3142.16,10200.0,0.0,0.0,3142.16,1.0,3142.16,69.82577777777777
Широкий с угрем,2025-11-01,2026-05-17,Роллы,Роллы,10.0,10.0,2977.7200000000003,3995.0,1246.6,0.4186424512714425,1731.1200000000003,0.5813575487285575,1731.12,297.77200000000005
Ветчина,2025-11-01,2026-05-17,Добавки для пиццы,Пицца,65.0,72.0,2892.4,3600.0,1212.17,0.4190879546397456,1680.23,0.5809120453602544,1680.23,44.49846153846154
Доставка 120,2025-11-01,2026-05-17,Доставка,Услуги доставки,195.0,216.0,2749.4900000000002,25920.0,0.0,0.0,2749.4900000000002,1.0,2749.4900000000002,14.099948717948719
Мидии с крабом,2025-11-01,2026-05-17,Роллы,Роллы,9.0,9.0,2723.7400000000002,3170.0,698.83,0.2565700103534111,2024.9100000000003,0.7434299896465889,2024.9099999999999,302.6377777777778
Салмон,2025-11-01,2026-05-17,Роллы,Роллы,9.0,9.0,2507.2799999999997,2955.0,892.6099999999999,0.35600730672282316,1614.6699999999998,0.6439926932771769,1614.67,278.58666666666664
Колбасино,2025-11-01,2026-05-17,Пицца,Пицца,4.0,4.0,2168.0,2967.0,664.01,0.30627767527675276,1503.99,0.6937223247232472,1503.99,542.0
Старый город,2025-11-01,2026-05-17,Доставка,(пусто),171.0,174.0,2086.77,20760.0,0.0,0.0,2086.77,1.0,2086.77,12.203333333333333
"Колбаски ""Пепперони""",2025-11-01,2026-05-17,Добавки для пиццы,Пицца,36.0,37.0,2079.6600000000003,2405.0,953.1999999999999,0.45834415240952836,1126.4600000000005,0.5416558475904717,1126.46,57.768333333333345
Новый город 120р,2025-11-01,2026-05-17,Доставка,(пусто),14.0,14.0,1402.16,1680.0,0.0,0.0,1402.16,1.0,1402.16,100.15428571428572
Пармезан,2025-11-01,2026-05-17,Добавки для пиццы,Пицца,33.0,37.0,1378.35,1665.0,570.59,0.41396597380926475,807.7599999999999,0.5860340261907353,807.76,41.768181818181816
Дор Блю,2025-11-01,2026-05-17,Добавки для пиццы,Пицца,40.0,42.0,1323.51,1680.0,474.09000000000003,0.3582065870299431,849.42,0.6417934129700569,849.42,33.08775
Огурцы маринованные,2025-11-01,2026-05-17,Добавки для пиццы,Пицца,77.0,89.0,1108.27,1335.0,505.6999999999999,0.45629675079177445,602.5700000000002,0.5437032492082255,602.57,14.393116883116884
2 маленькие пиццы,2025-11-01,2026-05-17,Комбо наборы,Комбо-набор,4.0,4.0,1099.0,4396.0,37.89,0.034476797088262054,1061.11,0.9655232029117379,1061.11,274.75
Новый город 140р,2025-11-01,2026-05-17,Доставка,(пусто),12.0,13.0,1074.1,1820.0,0.0,0.0,1074.1,1.0,1074.1,89.50833333333333
Маслины,2025-11-01,2026-05-17,Добавки для пиццы,Пицца,40.0,42.0,984.13,1260.0,834.92,0.848383851726906,149.21000000000004,0.15161614827309403,149.20999999999998,24.60325
Доставка 150,2025-11-01,2026-05-17,Доставка,Услуги доставки,7.0,9.0,833.6500000000001,1350.0,0.0,0.0,833.6500000000001,1.0,833.6500000000001,119.09285714285716
Отдаленные территории 400,2025-11-01,2026-05-17,Доставка,(пусто),19.0,23.0,767.4100000000001,10450.0,0.0,0.0,767.4100000000001,1.0,767.4100000000001,40.39000000000001
Соевый соус 50мл,2025-11-01,2026-05-17,Дополнительно,Все блюда,9.0,17.0,418.16999999999996,510.0,47.809999999999995,0.11433149197694717,370.35999999999996,0.8856685080230529,370.36,46.46333333333333
Халапеньо,2025-11-01,2026-05-17,Добавки для пиццы,Пицца,30.0,30.0,395.81000000000006,450.0,176.38,0.4456178469467673,219.43000000000006,0.5543821530532327,219.43,13.193666666666669
Имбирь,2025-11-01,2026-05-17,Дополнительно,Все блюда,12.0,15.0,382.40000000000003,450.0,160.94,0.42086820083682003,221.46000000000004,0.5791317991631799,221.46,31.86666666666667
Пуэр,2025-11-01,2026-05-17,Напитки,(пусто),1.0,1.0,200.0,200.0,0.0,0.0,200.0,1.0,200.0,200.0
Старый город 100р,2025-11-01,2026-05-17,Доставка,(пусто),4.0,5.0,100.0,500.0,0.0,0.0,100.0,1.0,100.0,25.0
Дип-пот Сырный,2025-11-01,2026-05-17,Ингредиенты,(пусто),1.0,1.0,45.0,45.0,11.27,0.2504444444444444,33.730000000000004,0.7495555555555556,33.73,45.0
Пакет для пиццы 30х30,2025-11-01,2026-05-17,(пусто),(пусто),4.0,4.0,35.35,40.0,17.92,0.5069306930693069,17.43,0.49306930693069306,17.43,8.8375
Пакет для пиццы 40х40,2025-11-01,2026-05-17,(пусто),(пусто),8.0,8.0,30.0,120.0,16.32,0.544,13.68,0.456,13.68,3.75
Креветки в шаурму 15гр,2025-11-01,2026-05-17,(пусто),(пусто),32.0,33.0,0.0,1980.0,260.02,0.0,-260.02,0.0,-260.02,0.0
Зип-лок L,2025-11-01,2026-05-17,(пусто),Все блюда,8269.0,8800.0,0.0,0.0,59044.21658611288,0.0,-59044.21658611288,0.0,-59044.21658611288,0.0
Зип-лок S,2025-11-01,2026-05-17,(пусто),Все блюда,4410.0,4570.0,0.0,0.0,13496.286377946104,0.0,-13496.286377946104,0.0,-13496.286377946104,0.0
Лук маринованный,2025-11-01,2026-05-17,Добавки в шаурму,Шаурма,373.0,485.0,0.0,0.0,267.1025,0.0,-267.1025,0.0,-267.1025,0.0
Отдаленные районы 300,2025-11-01,2026-05-17,Доставка,(пусто),15.0,15.0,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0
4 сыра 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,2.0,4.0,0.0,0.0,1080.6799999999998,0.0,-1080.6799999999998,0.0,-1080.6799999999998,0.0
Баварская 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Барбекю 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Грибная 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Карбонара 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,2.0,4.0,0.0,0.0,1035.08,0.0,-1035.08,0.0,-1035.08,0.0
Классическая 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,3.0,7.0,0.0,0.0,1012.61,0.0,-1012.61,0.0,-1012.61,0.0
Chicken 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,7.0,7.0,0.0,0.0,711.28,0.0,-711.28,0.0,-711.28,0.0
Барбекю 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,7.0,7.0,0.0,0.0,531.51,0.0,-531.51,0.0,-531.51,0.0
Карбонара 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,2.0,2.0,0.0,0.0,177.33,0.0,-177.33,0.0,-177.33,0.0
Классическая 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,3.0,3.0,0.0,0.0,143.55,0.0,-143.55,0.0,-143.55,0.0
2 большие пиццы,2025-11-01,2026-05-17,Комбо наборы,Комбо-набор,1.0,2.0,0.0,2998.0,0.0,0.0,0.0,0.0,0.0,0.0
Жульен,2025-11-01,2026-05-17,Пицца,Пицца,1.0,1.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0
Пикник 30 см,2025-11-01,2026-05-17,Пицца 30см на выбор,(пусто),164.0,165.0,0.0,0.0,23760.51,0.0,-23760.51,0.0,-23760.51,0.0
4 мяса 30см,2025-11-01,2026-05-17,Пицца 30см на выбор,Пицца,366.0,369.0,0.0,0.0,58479.864083333334,0.0,-58479.864083333334,0.0,-58479.864083333334,0.0
Пепперони лайт 30см,2025-11-01,2026-05-17,Пицца 30см на выбор,Пицца,213.0,214.0,0.0,0.0,25365.636666666665,0.0,-25365.636666666665,0.0,-25365.636666666665,0.0
Цыпленок гриль 30 см,2025-11-01,2026-05-17,Пицца 30см на выбор,Пицца,372.0,372.0,0.0,0.0,48106.66690476191,0.0,-48106.66690476191,0.0,-48106.66690476191,0.0
Деревенская 30см и Пепперони лайт 30см,2025-11-01,2026-05-17,Пиццы,Пицца,234.0,238.0,0.0,0.0,64169.75416666667,0.0,-64169.75416666667,0.0,-64169.75416666667,0.0
Бургер чиз 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Комбо-набор,141.0,144.0,0.0,0.0,27992.230000000003,0.0,-27992.230000000003,0.0,-27992.230000000003,0.0
Ветчина-грибы 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Комбо-набор,163.0,166.0,0.0,0.0,27485.220000000005,0.0,-27485.220000000005,0.0,-27485.220000000005,0.0
Деревенская 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Комбо-набор,132.0,135.0,0.0,0.0,20732.715,0.0,-20732.715,0.0,-20732.715,0.0
Классическая 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Комбо-набор,69.0,75.0,0.0,0.0,10185.14,0.0,-10185.14,0.0,-10185.14,0.0
Маргарита 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Комбо-набор,34.0,34.0,0.0,0.0,4503.84,0.0,-4503.84,0.0,-4503.84,0.0
Мини мясная 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Комбо-набор,118.0,122.0,0.0,0.0,19238.829999999998,0.0,-19238.829999999998,0.0,-19238.829999999998,0.0
Мясника 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Комбо-набор,167.0,174.0,0.0,0.0,30436.095,0.0,-30436.095,0.0,-30436.095,0.0
Палермо 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Пицца,75.0,75.0,0.0,0.0,11398.07,0.0,-11398.07,0.0,-11398.07,0.0
Пепперони лайт 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Пицца,112.0,112.0,0.0,0.0,13493.160000000002,0.0,-13493.160000000002,0.0,-13493.160000000002,0.0
Сырная 30см,2025-11-01,2026-05-17,Пиццы 30см на выбор,Пицца,93.0,96.0,0.0,0.0,11363.641666666665,0.0,-11363.641666666665,0.0,-11363.641666666665,0.0
Бургер чиз 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,28.0,29.0,0.0,0.0,8222.34,0.0,-8222.34,0.0,-8222.34,0.0
Ветчина-грибы 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,39.0,41.0,0.0,0.0,10405.349999999999,0.0,-10405.349999999999,0.0,-10405.349999999999,0.0
Деревенская 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,26.0,27.0,0.0,0.0,6307.18,0.0,-6307.18,0.0,-6307.18,0.0
Классическая 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,14.0,16.0,0.0,0.0,2652.69,0.0,-2652.69,0.0,-2652.69,0.0
Маргарита 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,13.0,15.0,0.0,0.0,2063.29,0.0,-2063.29,0.0,-2063.29,0.0
Мини мясная 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,28.0,28.0,0.0,0.0,6692.959999999999,0.0,-6692.959999999999,0.0,-6692.959999999999,0.0
Палермо 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,17.0,18.0,0.0,0.0,3897.07,0.0,-3897.07,0.0,-3897.07,0.0
Пицца Мясника 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,51.0,52.0,0.0,0.0,14925.570000000002,0.0,-14925.570000000002,0.0,-14925.570000000002,0.0
Сырная 40см,2025-11-01,2026-05-17,Пиццы 40см на выбор,Комбо-набор,25.0,25.0,0.0,0.0,4851.06,0.0,-4851.06,0.0,-4851.06,0.0
Пепперони лайт в подарок,2025-11-01,2026-05-17,Промокоды,(пусто),5.0,5.0,0.0,0.0,487.53,0.0,-487.53,0.0,-487.53,0.0
Филадельфия тар-тар в подарок,2025-11-01,2026-05-17,Промокоды,(пусто),23.0,23.0,0.0,0.0,2475.24,0.0,-2475.24,0.0,-2475.24,0.0
Сет Пятница,2025-11-01,2026-05-17,Сет в наборе,(пусто),525.0,531.0,0.0,0.0,243748.40033333335,0.0,-243748.40033333335,0.0,-243748.40033333335,0.0
Сет Большой куш,2025-11-01,2026-05-17,Сет в наборе,Сеты,234.0,238.0,0.0,0.0,177037.3311666667,0.0,-177037.3311666667,0.0,-177037.3311666667,0.0
Сет Эдо,2025-11-01,2026-05-17,Сет в наборе,Сеты,578.0,581.0,0.0,0.0,202505.01883333334,0.0,-202505.01883333334,0.0,-202505.01883333334,0.0
Ланч-бокс 1 секция,2025-11-01,2026-05-17,(пусто),Все блюда,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Грибная 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,2.0,2.0,0.0,0.0,254.6,0.0,-254.6,0.0,-254.6,0.0
Маргарита 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
От шефа 40см,2025-11-01,2026-05-17,Комбо из больших пицц,Комбо-набор,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Маргарита 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
От шефа 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 сыра 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Баварская 30см,2025-11-01,2026-05-17,Комбо из маленьких пицц,Комбо-набор,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Отдаленные районы 170,2025-11-01,2026-05-17,Доставка,(пусто),1.0,1.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
Доставка 400,2025-11-01,2026-05-17,Доставка,Услуги доставки,1.0,1.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0
