,,,,,,,,,
Контрагент,Статья,Номер счета,Сумма план,Дата планируемой оплаты,Комментарий,,Год план,Месяц план,Номер недели план
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",10.09.2024,,,2024,9,37
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",17.09.2024,,,2024,9,38
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",24.09.2024,,,2024,9,39
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.10 000,00",03.09.2024,,,2024,9,36
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.30 000,00",10.09.2024,,,2024,9,37
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.7 000,00",17.09.2024,,,2024,9,38
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.5 000,00",24.09.2024,,,2024,9,39
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.18 000,00",04.09.2024,,,2024,9,36
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.145 000,00",16.09.2024,,,2024,9,38
[counterparty_hash:675b5b0637],Листовки,,"р.25 000,00",17.09.2024,,,2024,9,38
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.98 000,00",04.09.2024,,,2024,9,36
[counterparty_hash:e467eaefc4],Оплаты систем автоматизации,,"р.10 000,00",05.09.2024,,,2024,9,36
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.12 500,00",19.09.2024,,,2024,9,38
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",05.09.2024,,,2024,9,36
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",12.09.2024,,,2024,9,37
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",19.09.2024,,,2024,9,38
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",26.09.2024,,,2024,9,39
[counterparty_hash:2c9dd7c496],Телекоммуникации,,"р.3 000,00",23.09.2024,,,2024,9,39
[counterparty_hash:3b5286b1f7],Комиссия агрегатору,,"р.6 000,00",17.09.2024,,,2024,9,38
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",24.09.2024,,,2024,9,39
[counterparty_hash:48d0f61ee3],Аренда склада,,"р.4 000,00",03.09.2024,,,2024,9,36
[counterparty_hash:5825737bc2],Прочие маркетинговые услуги,,,,,,,,
[counterparty_hash:856bc7fd96],Поиск и найм персонала,,"р.5 000,00",11.09.2024,,,2024,9,37
[counterparty_hash:a079b1ede6],РКО,,"р.6 000,00",26.09.2024,,,2024,9,39
[counterparty_hash:f76017a261],Транспортные услуги,,"р.10 000,00",18.09.2024,,,2024,9,38
[counterparty_hash:2a84eb0be0],Прочие маркетинговые услуги,,"р.15 000,00",18.09.2024,,,2024,9,38
[counterparty_hash:2a84eb0be0],Прочие маркетинговые услуги,,"р.20 000,00",09.09.2024,,,2024,9,37
[counterparty_hash:b2d09b6565],Аренда торговых точек,,"р.5 000,00",03.09.2024,,,2024,9,36
[counterparty_hash:9a7ac913a7],Аренда торговых точек,,"р.4 000,00",03.09.2024,,,2024,9,36
[counterparty_hash:7d88c914c2],Аренда торговых точек,,"р.1 500,00",03.09.2024,,,2024,9,36
[counterparty_hash:856bc7fd96],Расходы на персонал,,"р.7 500,00",05.09.2024,,,2024,9,36
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.115 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.115 000,00",01.11.2024,,,2024,11,44
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.40 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.40 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.45 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.45 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.40 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.12 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.15 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.18 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.15 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.18 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.35 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.35 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.35 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.35 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.35 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.60 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.60 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.60 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.60 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.60 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.37 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.37 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.37 000,00",18.10.2024,,,2024,10,42
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.37 000,00",25.10.2024,,,2024,10,43
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.37 000,00",1.11.2024,,,2024,11,44
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",1.10.2024,,,2024,10,40
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",08.10.2024,,,2024,10,41
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",15.10.2024,,,2024,10,42
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",22.10.2024,,,2024,10,43
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",29.10.2024,,,2024,10,44
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.60 000,00",01.10.2024,,,2024,10,40
[counterparty_hash:9d002889b3],Зарплата административного персонала,,"р.20 000,00",01.10.2024,,,2024,10,40
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.23 000,00",22.10.2024,,,2024,10,43
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.75 000,00",01.10.2024,,,2024,10,40
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.75 000,00",15.10.2024,,,2024,10,42
[counterparty_hash:913fe52b19],Дивиденды,,"р.100 000,00",09.10.2024,,,2024,10,41
[counterparty_hash:9d002889b3],Дивиденды,,"р.100 000,00",09.10.2024,,,2024,10,41
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",1.10.2024,,,2024,10,40
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",08.10.2024,,,2024,10,41
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",15.10.2024,,,2024,10,42
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",22.10.2024,,,2024,10,43
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",29.10.2024,,,2024,10,44
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",1.10.2024,,,2024,10,40
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",08.10.2024,,,2024,10,41
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",15.10.2024,,,2024,10,42
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",22.10.2024,,,2024,10,43
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",29.10.2024,,,2024,10,44
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.40 000,00",30.10.2024,,,2024,10,44
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.53 000,00",08.10.2024,,,2024,10,41
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.115 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.125 000,00",23.10.2024,,,2024,10,43
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",28.10.2024,,,2024,10,44
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.10 000,00",1.10.2024,,,2024,10,40
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.8 000,00",08.10.2024,,,2024,10,41
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.10 000,00",15.10.2024,,,2024,10,42
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.8 000,00",22.10.2024,,,2024,10,43
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.10 000,00",29.10.2024,,,2024,10,44
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.10 000,00",1.10.2024,,,2024,10,40
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.5 000,00",08.10.2024,,,2024,10,41
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.30 000,00",15.10.2024,,,2024,10,42
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.7 000,00",22.10.2024,,,2024,10,43
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.12 000,00",29.10.2024,,,2024,10,44
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.19 000,00",03.10.2024,,,2024,10,40
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.145 000,00",16.10.2024,,,2024,10,42
[counterparty_hash:675b5b0637],Листовки,,,,,,,,
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.98 000,00",03.10.2024,,,2024,10,40
[counterparty_hash:e467eaefc4],Оплаты систем автоматизации,,"р.10 000,00",3.10.2024,,,2024,10,40
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.16 000,00",9.10.2024,,,2024,10,41
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",03.10.2024,,,2024,10,40
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",17.10.2024,,,2024,10,42
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",30.10.2024,,,2024,10,44
[counterparty_hash:2c9dd7c496],Телекоммуникации,,"р.2 400,00",09.10.2024,,,2024,10,41
[counterparty_hash:3b5286b1f7],Комиссия агрегатору,,"р.7 000,00",4.10.2024,,,2024,10,40
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",28.10.2024,,,2024,10,44
[counterparty_hash:48d0f61ee3],Аренда склада,,"р.5 000,00",04.10.2024,,,2024,10,40
[counterparty_hash:5825737bc2],Прочие маркетинговые услуги,,"р.28 000,00",03.10.2024,,,2024,10,40
[counterparty_hash:856bc7fd96],Поиск и найм персонала,,"р.5 000,00",17.10.2024,,,2024,10,42
[counterparty_hash:a079b1ede6],РКО,,"р.6 000,00",23.10.2024,,,2024,10,43
[counterparty_hash:f76017a261],Транспортные услуги,,"р.7 000,00",16.10.2024,,,2024,10,42
[counterparty_hash:2a84eb0be0],Прочие маркетинговые услуги,,,,,,,,
[counterparty_hash:2a84eb0be0],Прочие маркетинговые услуги,,,,,,,,
[counterparty_hash:b2d09b6565],Аренда торговых точек,,"р.5 000,00",11.10.2024,,,2024,10,41
[counterparty_hash:9a7ac913a7],Аренда торговых точек,,"р.4 000,00",10.10.2024,,,2024,10,41
[counterparty_hash:7d88c914c2],Аренда торговых точек,,"р.1 500,00",10.10.2024,,,2024,10,41
[counterparty_hash:856bc7fd96],Расходы на персонал,,"р.7 000,00",17.10.2024,,,2024,10,42
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.120 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.140 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.75 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.85 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.25 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.40 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.55 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.63 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.60 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.70 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.80 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.55 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.50 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.80 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.80 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.2 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.2 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.2 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.2 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.6 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.6 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",6.12.2024,,,2024,12,49
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",13.12.2024,,,2024,12,50
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.60 000,00",20.12.2024,,,2024,12,51
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.60 000,00",27.12.2024,,,2024,12,52
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",17.12.2024,,,2024,12,51
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",24.12.2024,,,2024,12,52
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",31.12.2024,,,2024,12,53
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.60 000,00",02.12.2024,,,2024,12,49
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.23 000,00",25.12.2024,,,2024,12,52
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.85 000,00",01.12.2024,,,2024,12,48
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.85 000,00",31.12.2024,,,2024,12,53
[counterparty_hash:913fe52b19],Дивиденды,,"р.75 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:9d002889b3],Дивиденды,,"р.75 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.90 000,00",17.12.2024,,,2024,12,51
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.40 000,00",31.12.2024,,,2024,12,53
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.100 000,00",24.12.2024,,,2024,12,52
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:a079b1ede6],Эквайринг,,"р.12 000,00",17.12.2024,,,2024,12,51
[counterparty_hash:a079b1ede6],Эквайринг,,"р.15 000,00",24.12.2024,,,2024,12,52
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.40 000,00",25.12.2024,,,2024,12,52
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.90 000,00",23.12.2024,,,2024,12,52
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.20 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",30.12.2024,,,2024,12,53
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.10 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.8 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.10 000,00",17.12.2024,,,2024,12,51
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.8 000,00",24.12.2024,,,2024,12,52
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.10 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.5 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.30 000,00",17.12.2024,,,2024,12,51
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.7 000,00",24.12.2024,,,2024,12,52
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.19 000,00",02.12.2024,,,2024,12,49
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.145 000,00",16.12.2024,,,2024,12,51
[counterparty_hash:675b5b0637],Листовки,,"р.40 000,00",16.12.2024,,,2024,12,51
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.98 000,00",04.12.2024,,,2024,12,49
[counterparty_hash:e467eaefc4],Оплаты систем автоматизации,,"р.10 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.16 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",10.12.2024,,,2024,12,50
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",17.12.2024,,,2024,12,51
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",24.12.2024,,,2024,12,52
[counterparty_hash:2c9dd7c496],Телекоммуникации,,"р.2 400,00",03.12.2024,,,2024,12,49
[counterparty_hash:3b5286b1f7],Комиссия агрегатору,,"р.7 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",25.12.2024,,,2024,12,52
[counterparty_hash:48d0f61ee3],Аренда склада,,"р.5 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:5825737bc2],Прочие маркетинговые услуги,,"р.28 000,00",04.12.2024,,,2024,12,49
[counterparty_hash:856bc7fd96],Поиск и найм персонала,,"р.5 000,00",19.12.2024,,,2024,12,51
[counterparty_hash:a079b1ede6],РКО,,"р.6 000,00",18.12.2024,,,2024,12,51
[counterparty_hash:f76017a261],Транспортные услуги,,"р.7 000,00",03.12.2024,,,2024,12,49
[counterparty_hash:2a84eb0be0],Прочие маркетинговые услуги,,"р.5 000,00",09.12.2024,[private_text_hash:b9f2ca4062],,2024,12,50
[counterparty_hash:2a84eb0be0],Прочие маркетинговые услуги,,,,,,,,
[counterparty_hash:b2d09b6565],Аренда торговых точек,,"р.5 000,00",04.12.2024,,,2024,12,49
[counterparty_hash:9a7ac913a7],Аренда торговых точек,,"р.4 000,00",04.12.2024,,,2024,12,49
[counterparty_hash:7d88c914c2],Аренда торговых точек,,"р.1 500,00",05.12.2024,,,2024,12,49
[counterparty_hash:856bc7fd96],Расходы на персонал,,"р.7 000,00",06.12.2024,,,2024,12,49
[counterparty_hash:2a84eb0be0],Покупка ОС,,"р.16 000,00",04.12.2024,[private_text_hash:2e297d05ad],,,,
[counterparty_hash:2a84eb0be0],,,,,,,,,
