,,,,,,,,,
Контрагент,Статья,Номер счета,Сумма план,Дата планируемой оплаты,Комментарий,,Год план,Месяц план,Номер недели план
[counterparty_hash:e0e7137bcf],Оплата поставщикам ,,"р.2 000,00",29.03.2024,,,2024,3,
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",29.03.2024,,,2024,3,
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",23.03.2024,,,2024,3,
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",29.03.2024,,,2024,3,
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",23.03.2024,,,2024,3,
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",28.03.2024,,,2024,3,
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",21.03.2024,,,2024,3,
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",28.03.2024,,,2024,3,
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",22.03.2024,,,2024,3,
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",28.03.2024,,,2024,3,
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.5 000,00",23.03.2024,,,2024,3,
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.5 000,00",29.03.2024,,,2024,3,
[counterparty_hash:a079b1ede6],РКО,,"р.2 500,00",23.03.2024,,,2024,3,
[counterparty_hash:675b5b0637],Листовки,,"р.30 000,00",25.03.2024,,,2024,3,
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.75 000,00",28.03.2024,,,2024,3,
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",28.03.2024,,,2024,3,
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.72 000,00",23.03.2024,,,2024,3,
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",26.03.2024,,,2024,3,
[counterparty_hash:168e057bae],Услуги ФД,,"р.75 000,00",27.03.2024,,,2024,3,
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.97 000,00",04.04.2024,,,2024,4,
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",04.04.2024,,,2024,4,
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",04.04.2024,,,2024,4,
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.31 000,00",04.04.2024,,,2024,4,
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.24 000,00",04.04.2024,,,2024,4,
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.28 000,00",04.04.2024,,,2024,4,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",04.04.2024,,,2024,4,
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",04.04.2024,,,2024,4,
[counterparty_hash:e0e7137bcf],Оплата поставщикам ,,"р.2 000,00",04.04.2024,,,2024,4,
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",04.04.2024,,,2024,4,
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",11.04.2024,,,2024,4,
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",11.04.2024,,,2024,4,
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",11.04.2024,,,2024,4,
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.31 000,00",11.04.2024,,,2024,4,
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.25 000,00",11.04.2024,,,2024,4,
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.30 000,00",11.04.2024,,,2024,4,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",11.04.2024,,,2024,4,
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",11.04.2024,,,2024,4,
[counterparty_hash:e0e7137bcf],Оплата поставщикам ,,"р.2 000,00",11.04.2024,,,2024,4,
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",11.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",02.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",09.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",03.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",10.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.39 000,00",03.04.2024,,,2024,4,
[counterparty_hash:9d002889b3],Зарплата административного персонала,,"р.62 000,00",01.04.2024,,,2024,4,
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.40 000,00",01.04.2024,,,2024,4,
[counterparty_hash:48d0f61ee3],Аренда склада,,"р.4 000,00",01.04.2024,,,2024,4,
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.90 000,00",04.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.7 000,00",03.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.7 000,00",10.04.2024,,,2024,4,
[counterparty_hash:7518be4ba8],Содержание торговых точек,,"р.3 000,00",03.04.2024,,,2024,4,
[counterparty_hash:7518be4ba8],Содержание торговых точек,,"р.3 000,00",09.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Содержание торговых точек,,"р.7 000,00",01.04.2024,,,2024,4,
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",03.04.2024,,,2024,4,
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",10.04.2024,,,2024,4,
[counterparty_hash:9d002889b3],Дивиденды,,"р.85 000,00",10.04.2024,,,2024,4,
[counterparty_hash:913fe52b19],Дивиденды,,"р.85 000,00",10.04.2024,,,2024,4,
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",18.04.2024,,,2024,4,
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",18.04.2024,,,2024,4,
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",18.04.2024,,,2024,4,
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.35 000,00",18.04.2024,,,2024,4,
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",18.04.2024,,,2024,4,
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.30 000,00",18.04.2024,,,2024,4,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 500,00",18.04.2024,,,2024,4,
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 500,00",18.04.2024,,,2024,4,
[counterparty_hash:e0e7137bcf],Оплата поставщикам ,,"р.2 000,00",18.04.2024,,,2024,4,
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",18.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",18.04.2024,,,2024,4,
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",25.04.2024,,,2024,4,
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",25.04.2024,,,2024,4,
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",25.04.2024,,,2024,4,
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.35 000,00",25.04.2024,,,2024,4,
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",25.04.2024,,,2024,4,
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.30 000,00",25.04.2024,,,2024,4,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 500,00",25.04.2024,,,2024,4,
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 500,00",25.04.2024,,,2024,4,
[counterparty_hash:e0e7137bcf],Оплата поставщикам ,,"р.2 000,00",25.04.2024,,,2024,4,
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",25.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",25.04.2024,,,2024,4,
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.35 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.30 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.7 500,00",30.04.2024,,,2024,4,18
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 500,00",30.04.2024,,,2024,4,18
[counterparty_hash:e0e7137bcf],Оплата поставщикам ,,"р.2 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",15.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",24.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",01.05.2024,,,2024,5,18
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",17.04.2024,,,2024,4,
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",24.04.2024,,,2024,4,
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",01.05.2024,,,2024,5,18
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.40 000,00",15.04.2024,,,2024,4,
[counterparty_hash:0d03ab834a],Листовки,,"р.31 000,00",16.04.2024,,,2024,4,
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",25.04.2024,,,2024,4,
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.75 000,00",24.04.2024,,,2024,4,
[counterparty_hash:168e057bae],Услуги ФД,,"р.75 000,00",25.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.7 000,00",17.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.7 000,00",24.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.7 000,00",30.04.2024,,,2024,4,18
[counterparty_hash:7518be4ba8],Содержание торговых точек,,"р.7 000,00",17.04.2024,,,2024,4,
[counterparty_hash:7518be4ba8],Содержание торговых точек,,"р.7 000,00",24.04.2024,,,2024,4,
[counterparty_hash:856bc7fd96],Содержание торговых точек,,"р.20 000,00",15.04.2024,,,2024,4,
[counterparty_hash:7518be4ba8],Содержание торговых точек,,"р.7 000,00",01.05.2024,,,2024,5,18
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.70 000,00",23.04.2024,,,2024,4,
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",28.04.2024,,,2024,4,
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.100 000,00",17.04.2024,,,2024,4,
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.45 000,00",16.04.2024,,,2024,4,
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.18 000,00",02.04.2024,,,2024,4,
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.113 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.140 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.125 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.125 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.56 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.66 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.56 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.60 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.25 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.44 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.60 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.50 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.50 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,,08.05.2024,,,2024,5,19
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.30 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,,22.05.2024,,,2024,5,21
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.30 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:acffbdf399],Оплата поставщикам ,,,08.05.2024,,,2024,5,19
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.10 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.50 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.70 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.50 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.70 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.160 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.140 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.150 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.30 000,00",02.05.2024,,,2024,5,18
[counterparty_hash:9d002889b3],Зарплата административного персонала,,"р.62 000,00",02.05.2024,,,2024,5,18
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.30 000,00",09.05.2024,,,2024,5,19
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.23 000,00",24.05.2024,,,2024,5,21
[counterparty_hash:913fe52b19],Дивиденды,,"р.35 000,00",13.05.2024,,,2024,5,20
[counterparty_hash:9d002889b3],Дивиденды,,"р.35 000,00",13.05.2024,,,2024,5,20
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.85 000,00",09.05.2024,,,2024,5,19
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",16.05.2024,,,2024,5,20
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.85 000,00",23.05.2024,,,2024,5,21
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:a079b1ede6],Эквайринг,,"р.7 500,00",16.05.2024,,,2024,5,20
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",23.05.2024,,,2024,5,21
[counterparty_hash:a079b1ede6],Эквайринг,,"р.8 000,00",30.05.2024,,,2024,5,22
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.50 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:6279bcc436],SEO-оптимизация,,"р.10 000,00",22.05.2024,,,2024,5,21
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.55 000,00",10.05.2024,,,2024,5,19
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.70 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:168e057bae],Услуги ФД,,"р.75 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",09.05.2024,,,2024,5,19
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 000,00",16.05.2024,,,2024,5,20
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",23.05.2024,,,2024,5,21
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:e467eaefc4],Оплаты систем автоматизации,,"р.10 000,00",09.05.2024,,,2024,5,19
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.12 500,00",22.05.2024,,,2024,5,21
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.75 000,00",23.05.2024,,,2024,5,21
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.7 000,00",09.05.2024,,,2024,5,19
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.5 000,00",16.05.2024,,,2024,5,20
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.7 000,00",23.05.2024,,,2024,5,21
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.6 000,00",30.05.2024,,,2024,5,22
[counterparty_hash:856bc7fd96],Содержание торговых точек,,"р.20 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.45 000,00",16.05.2024,,,2024,5,20
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.90 000,00",08.05.2024,,,2024,5,19
[counterparty_hash:0d03ab834a],Листовки,,"р.30 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",09.05.2024,,,2024,5,19
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",21.05.2024,,,2024,5,21
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",31.05.2024,,,2024,5,22
[counterparty_hash:2c9dd7c496],Телекоммуникации,,"р.2 500,00",08.05.2024,,,2024,5,19
[counterparty_hash:856bc7fd96],Поиск и найм персонала,,"р.3 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:a079b1ede6],РКО,,"р.5 000,00",23.05.2024,,,2024,5,21
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.49 000,00",31.05.2024,,,2024,5,22
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.100 000,00",16.05.2024,,,2024,5,20
[counterparty_hash:961b1c31cb],Оплата поставщикам ,,"р.90 000,00",15.05.2024,,,2024,5,20
[counterparty_hash:f76017a261],Транспортные услуги,,"р.6 000,00",29.05.2024,,,2024,5,22
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.124 000,00",06.06.2024,,,2024,6,23
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.96 000,00",13.06.2024,,,2024,6,24
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",20.06.2024,,,2024,6,25
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",27.06.2024,,,2024,6,26
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.75 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.70 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.75 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.70 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.29 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.55 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.60 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.55 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.60 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.40 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.50 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.50 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.50 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.35 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.40 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.40 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.35 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,"р.5 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.50 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.50 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.50 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.50 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.150 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.150 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.150 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.150 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.40 000,00",01.06.2024,,,2024,6,22
[counterparty_hash:9d002889b3],Зарплата административного персонала,,"р.60 000,00",01.06.2024,,,2024,6,22
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.25 000,00",03.06.2024,,,2024,6,23
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.20 000,00",24.06.2024,,,2024,6,26
[counterparty_hash:913fe52b19],Дивиденды,,"р.100 000,00",12.06.2024,,,2024,6,24
[counterparty_hash:9d002889b3],Дивиденды,,"р.100 000,00",12.06.2024,,,2024,6,24
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",06.06.2024,,,2024,6,23
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",13.06.2024,,,2024,6,24
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",27.06.2024,,,2024,6,26
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",20.06.2024,,,2024,6,25
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",06.06.2024,,,2024,6,23
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",13.06.2024,,,2024,6,24
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",20.06.2024,,,2024,6,25
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",27.06.2024,,,2024,6,26
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.49 000,00",13.06.2024,,,2024,6,24
[counterparty_hash:168e057bae],Услуги ФД,,"р.75 000,00",03.06.2024,,,2024,6,23
[counterparty_hash:168e057bae],Услуги ФД,,"р.75 000,00",26.06.2024,,,2024,6,26
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.75 000,00",26.06.2024,,,2024,6,26
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.55 000,00",10.06.2024,,,2024,6,24
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.75 000,00",23.06.2024,,,2024,6,25
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",28.06.2024,,,2024,6,26
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 000,00",07.06.2024,,,2024,6,23
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 000,00",14.06.2024,,,2024,6,24
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 000,00",21.06.2024,,,2024,6,25
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 000,00",28.06.2024,,,2024,6,26
