sheet_name,cell,formula,formula_type,shared_ref
Выплаты,A563,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B563,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),25000.0)",,
Выплаты,C563,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D563,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""менеджер"")",,
Выплаты,E563,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Администрация"")",,
Выплаты,F563,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A564,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B564,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),5465.0)",,
Выплаты,C564,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D564,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E564,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F564,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата накоплений"")",,
Выплаты,A565,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B565,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),15417.0)",,
Выплаты,C565,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D565,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E565,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F565,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата накоплений"")",,
Выплаты,A566,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B566,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),12205.0)",,
Выплаты,C566,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D566,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E566,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F566,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата накоплений"")",,
Выплаты,A567,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B567,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),7083.0)",,
Выплаты,C567,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D567,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E567,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F567,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата накоплений"")",,
Выплаты,A568,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B568,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),3717.0)",,
Выплаты,C568,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D568,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E568,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F568,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата накоплений"")",,
Выплаты,A569,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B569,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),7625.0)",,
Выплаты,C569,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D569,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""шаурмист"")",,
Выплаты,E569,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F569,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата накоплений"")",,
Выплаты,A570,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45672.0)",,
Выплаты,B570,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),10000.0)",,
Выплаты,C570,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D570,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""руководитель службы доставки"")",,
Выплаты,E570,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Администрация"")",,
Выплаты,F570,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A571,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45668.0)",,
Выплаты,B571,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),85027.0)",,
Выплаты,C571,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D571,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""директор по развитию"")",,
Выплаты,E571,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Администрация"")",,
Выплаты,F571,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A572,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45676.0)",,
Выплаты,B572,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),5000.0)",,
Выплаты,C572,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D572,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E572,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F572,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата аванса"")",,
Выплаты,A573,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B573,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),11987.0)",,
Выплаты,C573,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D573,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E573,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F573,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A574,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B574,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),15708.0)",,
Выплаты,C574,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D574,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E574,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F574,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A575,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B575,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),5739.0)",,
Выплаты,C575,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D575,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E575,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F575,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A576,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B576,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),12275.0)",,
Выплаты,C576,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D576,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""шаурмист"")",,
Выплаты,E576,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F576,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A577,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B577,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),6969.0)",,
Выплаты,C577,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D577,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E577,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F577,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A578,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B578,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),10599.0)",,
Выплаты,C578,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D578,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E578,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F578,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A579,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B579,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),8043.0)",,
Выплаты,C579,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D579,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E579,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F579,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A580,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B580,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),11476.0)",,
Выплаты,C580,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D580,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E580,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F580,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A581,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B581,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),23256.0)",,
Выплаты,C581,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D581,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E581,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F581,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A582,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B582,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),6996.0)",,
Выплаты,C582,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D582,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""шаурмист"")",,
Выплаты,E582,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F582,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A583,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B583,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),19014.0)",,
Выплаты,C583,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D583,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E583,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F583,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A584,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B584,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),4273.0)",,
Выплаты,C584,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D584,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E584,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F584,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A585,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B585,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),5373.0)",,
Выплаты,C585,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D585,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E585,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F585,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A586,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B586,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),3115.0)",,
Выплаты,C586,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D586,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E586,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F586,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A587,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B587,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),11998.0)",,
Выплаты,C587,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D587,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E587,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F587,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A588,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45678.0)",,
Выплаты,B588,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),9917.0)",,
Выплаты,C588,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D588,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E588,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F588,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A589,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45682.0)",,
Выплаты,B589,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),5000.0)",,
Выплаты,C589,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D589,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""управляющий"")",,
Выплаты,E589,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Администрация"")",,
Выплаты,F589,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата аванса"")",,
Выплаты,A590,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B590,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),27033.0)",,
Выплаты,C590,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D590,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""директор по развитию"")",,
Выплаты,E590,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Администрация"")",,
Выплаты,F590,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A591,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B591,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),10488.0)",,
Выплаты,C591,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D591,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E591,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F591,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A592,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B592,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),6048.0)",,
Выплаты,C592,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D592,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E592,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F592,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A593,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B593,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),8080.0)",,
Выплаты,C593,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D593,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E593,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F593,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A594,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B594,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),10121.0)",,
Выплаты,C594,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D594,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""шаурмист"")",,
Выплаты,E594,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F594,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A595,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B595,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),11388.0)",,
Выплаты,C595,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D595,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E595,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F595,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A596,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B596,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),10484.0)",,
Выплаты,C596,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D596,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""администратор"")",,
Выплаты,E596,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F596,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A597,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B597,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),10775.0)",,
Выплаты,C597,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D597,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""пиццерист"")",,
Выплаты,E597,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F597,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A598,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B598,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),11953.0)",,
Выплаты,C598,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D598,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E598,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F598,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A599,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B599,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),16019.0)",,
Выплаты,C599,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D599,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E599,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F599,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
Выплаты,A600,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),45685.0)",,
Выплаты,B600,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),14409.0)",,
Выплаты,C600,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""[private]"")",,
Выплаты,D600,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""сушист"")",,
Выплаты,E600,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Производство Черникова"")",,
Выплаты,F600,"IFERROR(__xludf.DUMMYFUNCTION(""""""COMPUTED_VALUE""""""),""Выплата ЗП"")",,
